time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
12.0,0.0,-8.0,2655.37,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.83,1.14,0.04,559.19,routeedge1_0,159.19,65.35,90.0,0.02,14.83,edge1,0
13.0,0.0,-8.0,2602.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.8,1.12,0.03,574.07,routeedge1_0,174.07,65.35,90.0,0.02,14.88,edge1,0
14.0,0.0,-8.0,2561.62,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.78,1.1,0.02,588.97,routeedge1_0,188.97,65.34,90.0,0.02,14.91,edge1,0
15.0,0.0,-8.0,2531.31,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.77,1.09,0.02,603.81,routeedge1_0,3.81,65.34,90.0,0.02,14.93,edge2,0
16.0,0.0,-8.0,2508.7,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.76,1.08,0.02,618.76,routeedge1_0,18.76,65.34,90.0,0.02,14.95,edge2,0
17.0,0.0,-8.0,2491.9,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.75,1.07,0.02,633.72,routeedge1_0,33.72,65.34,90.0,0.01,14.96,edge2,0
18.0,0.0,-8.0,2479.47,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.07,0.01,648.69,routeedge1_0,48.69,65.34,90.0,0.01,14.97,edge2,0
19.0,0.0,-8.0,2470.29,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.06,0.01,663.68,routeedge1_0,63.68,65.34,90.0,0.01,14.98,edge2,0
20.0,0.0,-8.0,2463.51,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.06,0.01,678.66,routeedge1_0,78.66,65.34,90.0,0.01,14.99,edge2,0
21.0,0.0,-8.0,2458.53,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.06,0.01,693.65,routeedge1_0,93.65,65.34,90.0,0.01,14.99,edge2,0
22.0,0.0,-8.0,2454.86,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.06,0.01,708.64,routeedge1_0,108.64,65.34,90.0,0.01,14.99,edge2,0
23.0,0.0,-8.0,2452.17,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,723.64,routeedge1_0,123.64,65.34,90.0,0.01,14.99,edge2,0
24.0,0.0,-8.0,2450.19,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,738.63,routeedge1_0,138.63,65.34,90.0,0.01,15.0,edge2,0
25.0,0.0,-8.0,2448.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,753.63,routeedge1_0,153.63,65.34,90.0,0.01,15.0,edge2,0
26.0,0.0,-8.0,2447.67,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,768.63,routeedge1_0,168.63,65.34,90.0,0.01,15.0,edge2,0
27.0,0.0,-8.0,2446.88,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,783.63,routeedge1_0,183.63,65.34,90.0,0.01,15.0,edge2,0
28.0,0.0,-8.0,2446.31,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,798.62,routeedge1_0,198.62,65.34,90.0,0.01,15.0,edge2,0
29.0,0.0,-8.0,2445.88,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,813.62,routeedge1_0,213.62,65.34,90.0,0.01,15.0,edge2,0
30.0,0.0,-8.0,2445.58,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,828.62,routeedge1_0,228.62,65.34,90.0,0.01,15.0,edge2,0
31.0,0.0,-8.0,2445.35,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,843.62,routeedge1_0,243.62,65.34,90.0,0.01,15.0,edge2,0
32.0,0.0,-8.0,2445.18,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,858.62,routeedge1_0,258.62,65.34,90.0,0.01,15.0,edge2,0
33.0,0.0,-8.0,2445.06,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,873.62,routeedge1_0,273.62,65.34,90.0,0.01,15.0,edge2,0
34.0,0.0,-8.0,2444.97,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,888.62,routeedge1_0,288.62,65.34,90.0,0.01,15.0,edge2,0
35.0,0.0,-8.0,2444.9,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,903.62,routeedge1_0,303.62,65.34,90.0,0.01,15.0,edge2,0
36.0,0.0,-8.0,2444.86,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,918.62,routeedge1_0,318.62,65.34,90.0,0.01,15.0,edge2,0
37.0,0.0,-8.0,2444.82,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,933.62,routeedge1_0,333.62,65.34,90.0,0.01,15.0,edge2,0
38.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,948.62,routeedge1_0,348.62,65.33,90.0,0.0,15.0,edge2,0
39.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,963.62,routeedge1_0,363.62,65.33,90.0,0.0,15.0,edge2,0
40.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,978.62,routeedge1_0,378.62,65.33,90.0,0.0,15.0,edge2,0
41.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,993.62,routeedge1_0,393.62,65.33,90.0,0.0,15.0,edge2,0
42.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1008.62,routeedge1_0,408.62,65.33,90.0,0.01,15.0,edge2,0
43.0,0.0,-8.0,2444.83,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1023.62,routeedge1_0,423.62,65.33,90.0,0.01,15.0,edge2,0
44.0,0.0,-8.0,2444.87,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1038.62,routeedge1_0,438.62,65.33,90.0,0.01,15.0,edge2,0
45.0,0.0,-8.0,2444.88,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1053.62,routeedge1_0,453.62,65.34,90.0,0.01,15.0,edge2,0
46.0,0.0,-8.0,2444.88,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1068.62,routeedge1_0,468.62,65.34,90.0,0.01,15.0,edge2,0
47.0,0.0,-8.0,2444.88,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1083.62,routeedge1_0,483.62,65.34,90.0,0.01,15.0,edge2,0
48.0,0.0,-8.0,2444.86,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1098.62,routeedge1_0,498.62,65.34,90.0,0.01,15.0,edge2,0
49.0,0.0,-8.0,2444.85,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1113.61,routeedge1_0,513.61,65.34,90.0,0.01,15.0,edge2,0
50.0,0.0,-8.0,2444.83,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1128.61,routeedge1_0,528.61,65.34,90.0,0.01,15.0,edge2,0
51.0,0.0,-8.0,2444.82,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1143.61,routeedge1_0,543.61,65.34,90.0,0.01,15.0,edge2,0
52.0,0.0,-8.0,2444.81,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1158.61,routeedge1_0,558.61,65.34,90.0,0.01,15.0,edge2,0
53.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1173.61,routeedge1_0,573.61,65.34,90.0,0.01,15.0,edge2,0
54.0,0.0,-8.0,2444.79,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1188.61,routeedge1_0,588.61,65.34,90.0,0.01,15.0,edge2,0
55.0,0.0,-8.0,2444.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1203.61,routeedge1_0,603.61,65.34,90.0,0.01,15.0,edge2,0
56.0,0.0,-8.0,2444.77,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1218.61,routeedge1_0,618.61,65.34,90.0,0.01,15.0,edge2,0
57.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1233.61,routeedge1_0,633.61,65.34,90.0,0.01,15.0,edge2,0
58.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1248.61,routeedge1_0,648.61,65.34,90.0,0.01,15.0,edge2,0
59.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1263.61,routeedge1_0,663.61,65.34,90.0,0.01,15.0,edge2,0
60.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1278.61,routeedge1_0,678.61,65.34,90.0,0.01,15.0,edge2,0
61.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1293.61,routeedge1_0,693.61,65.34,90.0,0.01,15.0,edge2,0
62.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1308.61,routeedge1_0,708.61,65.34,90.0,0.01,15.0,edge2,0
63.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1323.61,routeedge1_0,723.61,65.34,90.0,0.01,15.0,edge2,0
64.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1338.61,routeedge1_0,738.61,65.34,90.0,0.01,15.0,edge2,0
65.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1353.61,routeedge1_0,753.61,65.34,90.0,0.01,15.0,edge2,0
66.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1368.61,routeedge1_0,768.61,65.34,90.0,0.01,15.0,edge2,0
67.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1383.61,routeedge1_0,783.61,65.34,90.0,0.01,15.0,edge2,0
68.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1398.61,routeedge1_0,798.61,65.34,90.0,0.01,15.0,edge2,0
69.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1413.61,routeedge1_0,813.61,65.34,90.0,0.01,15.0,edge2,0
70.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1428.61,routeedge1_0,828.61,65.34,90.0,0.01,15.0,edge2,0
71.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1443.61,routeedge1_0,843.61,65.34,90.0,0.01,15.0,edge2,0
72.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1458.61,routeedge1_0,858.61,65.34,90.0,0.01,15.0,edge2,0
73.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,1473.61,routeedge1_0,873.61,65.33,90.0,0.0,15.0,edge2,0
74.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,1488.61,routeedge1_0,888.61,65.33,90.0,0.0,15.0,edge2,0
75.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,1503.61,routeedge1_0,903.61,65.33,90.0,0.0,15.0,edge2,0
76.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,1518.61,routeedge1_0,918.61,65.33,90.0,0.0,15.0,edge2,0
77.0,0.0,-8.0,2444.71,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1533.61,routeedge1_0,933.61,65.33,90.0,0.01,15.0,edge2,0
78.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1548.61,routeedge1_0,948.61,65.34,90.0,0.01,15.0,edge2,0
79.0,0.0,-8.0,2444.79,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1563.61,routeedge1_0,963.61,65.34,90.0,0.01,15.0,edge2,0
80.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1578.61,routeedge1_0,978.61,65.34,90.0,0.01,15.0,edge2,0
81.0,0.0,-8.0,2444.81,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1593.61,routeedge1_0,993.61,65.34,90.0,0.01,15.0,edge2,0
82.0,0.0,-8.0,2444.81,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1608.61,routeedge1_0,1008.61,65.34,90.0,0.01,15.0,edge2,0
83.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1623.61,routeedge1_0,1023.61,65.34,90.0,0.01,15.0,edge2,0
84.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1638.61,routeedge1_0,1038.61,65.34,90.0,0.01,15.0,edge2,0
85.0,0.0,-8.0,2444.79,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1653.61,routeedge1_0,1053.61,65.34,90.0,0.01,15.0,edge2,0
86.0,0.0,-8.0,2444.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1668.61,routeedge1_0,1068.61,65.34,90.0,0.01,15.0,edge2,0
87.0,0.0,-8.0,2444.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1683.61,routeedge1_0,1083.61,65.34,90.0,0.01,15.0,edge2,0
88.0,0.0,-8.0,2444.77,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1698.61,routeedge1_0,1098.61,65.34,90.0,0.01,15.0,edge2,0
89.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1713.61,routeedge1_0,1113.61,65.34,90.0,0.01,15.0,edge2,0
90.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1728.61,routeedge1_0,1128.61,65.34,90.0,0.01,15.0,edge2,0
91.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1743.61,routeedge1_0,1143.61,65.34,90.0,0.01,15.0,edge2,0
92.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1758.61,routeedge1_0,1158.61,65.34,90.0,0.01,15.0,edge2,0
93.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1773.61,routeedge1_0,1173.61,65.34,90.0,0.01,15.0,edge2,0
94.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1788.61,routeedge1_0,1188.61,65.34,90.0,0.01,15.0,edge2,0
95.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1803.61,routeedge1_0,1203.61,65.34,90.0,0.01,15.0,edge2,0
96.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1818.61,routeedge1_0,1218.61,65.34,90.0,0.01,15.0,edge2,0
97.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1833.61,routeedge1_0,1233.61,65.34,90.0,0.01,15.0,edge2,0
98.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1848.61,routeedge1_0,1248.61,65.34,90.0,0.01,15.0,edge2,0
99.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1863.61,routeedge1_0,1263.61,65.34,90.0,0.01,15.0,edge2,0
100.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1878.61,routeedge1_0,1278.61,65.34,90.0,0.01,15.0,edge2,0
101.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1893.61,routeedge1_0,1293.61,65.34,90.0,0.01,15.0,edge2,0
102.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1908.61,routeedge1_0,1308.61,65.34,90.0,0.01,15.0,edge2,0
103.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1923.61,routeedge1_0,1323.61,65.34,90.0,0.01,15.0,edge2,0
104.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1938.61,routeedge1_0,1338.61,65.34,90.0,0.01,15.0,edge2,0
105.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1953.61,routeedge1_0,1353.61,65.34,90.0,0.01,15.0,edge2,0
106.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1968.61,routeedge1_0,1368.61,65.34,90.0,0.01,15.0,edge2,0
107.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1983.61,routeedge1_0,1383.61,65.34,90.0,0.01,15.0,edge2,0
108.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1998.61,routeedge1_0,1398.61,65.34,90.0,0.01,15.0,edge2,0
109.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2013.6,routeedge1_0,1413.6,65.34,90.0,0.01,15.0,edge2,0
110.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2028.6,routeedge1_0,1428.6,65.34,90.0,0.01,15.0,edge2,0
111.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2043.6,routeedge1_0,1443.6,65.34,90.0,0.01,15.0,edge2,0
112.0,0.0,-8.0,2444.72,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2058.6,routeedge1_0,1458.6,65.34,90.0,0.01,15.0,edge2,0
113.0,0.0,-8.0,2444.72,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2073.6,routeedge1_0,1473.6,65.34,90.0,0.01,15.0,edge2,0
114.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2088.6,routeedge1_0,1488.6,65.34,90.0,0.01,15.0,edge2,0
115.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2103.6,routeedge1_0,1503.6,65.34,90.0,0.01,15.0,edge2,0
116.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2118.6,routeedge1_0,1518.6,65.34,90.0,0.01,15.0,edge2,0
117.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2133.6,routeedge1_0,1533.6,65.34,90.0,0.01,15.0,edge2,0
118.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2148.6,routeedge1_0,1548.6,65.34,90.0,0.01,15.0,edge2,0
119.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,2163.6,routeedge1_0,1563.6,65.33,90.0,0.0,15.0,edge2,0
120.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,2178.6,routeedge1_0,1578.6,65.33,90.0,0.0,15.0,edge2,0
121.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,2193.6,routeedge1_0,1593.6,65.33,90.0,0.0,15.0,edge2,0
122.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,2208.6,routeedge1_0,1608.6,65.33,90.0,0.0,15.0,edge2,0
123.0,0.0,-8.0,2444.69,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2223.6,routeedge1_0,1623.6,65.33,90.0,0.01,15.0,edge2,0
124.0,0.0,-8.0,2444.75,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2238.6,routeedge1_0,1638.6,65.34,90.0,0.01,15.0,edge2,0
125.0,0.0,-8.0,2444.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2253.6,routeedge1_0,1653.6,65.34,90.0,0.01,15.0,edge2,0
126.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2268.6,routeedge1_0,1668.6,65.34,90.0,0.01,15.0,edge2,0
127.0,0.0,-8.0,2444.81,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2283.6,routeedge1_0,1683.6,65.34,90.0,0.01,15.0,edge2,0
128.0,0.0,-8.0,2444.81,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2298.6,routeedge1_0,1698.6,65.34,90.0,0.01,15.0,edge2,0
129.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,2313.6,routeedge1_0,1713.6,65.34,90.0,0.01,15.0,edge2,0
